School Name,School State,Zip Code,School Locale,Rate of Full Time Faculty,Faculty Avg. Salary,Enrollment Size,Percent Males,Percent Females,4 Year Retention Rate,Median Househould Income,Avg. Age of Entry,Admission Rate,Avg. Cost,Out of State Cost,In State Cost,Average Net Price (Public),Average Net Price (Private),Percent that Received Pell Grant,Percent of Undergraduates that Receive Federal Loan,90th Percentile Cumulative Loan Debt,150% 4 Year Completion Rate (Pooled),Percent Repaying Not in Default 5 Years,Three Year Default Rate,Undergraduate Federal Loan Repayment Rate,Median Earnings for Students Not Enrolled 10 Years,Catholic,Average Net Price,Out-In State Tuition Ratio,Debt to Earnings Ratio
The Master's University and Seminary,CA,91321-1200,21,0.2672,8341.0,1134.0,0.5317,0.4683,0.8649,71662.0,22.0,0.6712,40402.0,25350.0,25350.0,,28833.0,0.3226,0.4828,29000.0,0.644,0.8237476809,0.025,0.86284966345407,49159.0,0,28833.0,1.0,0.5899224963892675
Loyola Marymount University,CA,90045-2659,11,0.5546,12054.0,6638.0,0.4518,0.5482,0.8907,78631.0,20.0,0.4384,67017.0,50683.0,50683.0,,42861.0,0.1701,0.3646,28000.0,0.8169,0.8412959912,0.016,0.88160706094411,68701.0,1,42861.0,1.0,0.4075632086869187
Marymount California University,CA,90275-6299,21,0.6739,7818.0,602.0,0.5017,0.4983,0.6026,73970.0,20.0,,53206.0,36134.0,36134.0,,33303.0,0.3959,0.5701,34000.0,0.3259,0.5625,0.05,1.01128880045101,43291.0,1,33303.0,1.0,0.7853826430435887
Menlo College,CA,94027-4301,21,0.2212,11615.0,833.0,0.5462,0.4538,0.7134,80580.0,20.0,0.6272,59469.0,44305.0,44305.0,,25944.0,0.3187,0.4826,29000.0,0.5824,0.6632302405,0.053,0.92390019876063,59466.0,0,25944.0,1.0,0.48767362862812363
Mills College,CA,94613,11,0.4911,9429.0,699.0,0.0014,0.9986,0.773,71756.0,22.0,0.7585,46493.0,30877.0,30877.0,,22202.0,0.5244,0.6285,33001.0,0.6494,0.6959459459,0.023,0.9624684991371,58594.0,0,22202.0,1.0,0.5632146636174352
Mount Saint Mary's University,CA,90049-1599,11,0.2958,8904.0,2227.0,0.0665,0.9335,0.7244,59943.0,23.0,0.8965,56275.0,42792.0,42792.0,,29214.0,0.5802,0.8867,40018.0,0.643,0.6587057011,0.022,1.0001482625298,68312.0,1,29214.0,1.0,0.5858121559901628
National University,CA,92037-1011,11,0.108,10242.0,6791.0,0.4524,0.5476,0.5,64760.0,31.0,0.8947,,13320.0,13320.0,,,0.2957,0.3048,39500.0,0.3283,0.5988112927,0.045,1.00023264173603,62885.0,0,,1.0,0.6281307147968513
Newschool of Architecture and Design,CA,92101,11,0.1126,7398.0,394.0,0.6041,0.3959,0.8095,67862.0,24.0,0.9836,48724.0,28386.0,28386.0,,37409.0,0.4328,0.4801,52209.0,0.4054,0.4947368421,0.059,1.01646368981703,53574.0,0,37409.0,1.0,0.974521222981297
Notre Dame de Namur University,CA,94002-1908,21,0.2372,9199.0,795.0,0.3635,0.6365,0.6425,89560.0,23.0,0.9994,55099.0,36596.0,36596.0,,24544.0,0.4535,0.6372,40000.0,0.5227,0.6840490798,0.063,0.96249107233133,65802.0,1,24544.0,1.0,0.6078842588371174
Occidental College,CA,90041-3392,11,0.7558,11317.0,1970.0,0.431,0.569,0.9257,75275.0,19.0,0.3669,74132.0,56576.0,56576.0,,29638.0,0.199,0.4482,32000.0,0.857,0.8940092166,0.016,0.85020014599217,67388.0,0,29638.0,1.0,0.4748619932332166
Otis College of Art and Design,CA,90045-3505,11,0.1464,7840.0,1120.0,0.3134,0.6866,0.7899,73811.0,21.0,0.7817,64291.0,48380.0,48380.0,,43147.0,0.3462,0.4687,40000.0,0.6268,0.7020833333,0.03,0.91992443046387,54531.0,0,43147.0,1.0,0.7335277181786507
Hope International University,CA,92831-3199,21,0.2093,5466.0,633.0,0.4502,0.5498,0.7191,71774.0,22.0,0.3679,43853.0,33400.0,33400.0,,20318.0,0.5034,0.6635,38925.0,0.4815,0.6312364425,0.082,1.01677241087219,41202.0,0,20318.0,1.0,0.9447356924421144
Pacific Union College,CA,94508-9707,41,0.9205,6351.0,889.0,0.3993,0.6007,0.8019,69255.0,21.0,0.5332,43382.0,30813.0,30813.0,,21835.0,0.4376,0.7817,45167.0,0.5586,0.6465408805,0.07,0.98588081843751,60605.0,0,21835.0,1.0,0.7452685421994885
University of the Pacific,CA,95211-0197,11,0.4868,11128.0,3585.0,0.4806,0.5194,0.8269,72621.0,20.0,0.6561,63482.0,49588.0,49588.0,,28929.0,0.3664,0.5158,40500.0,0.7186,0.7533512064,0.018,0.89491715887949,74214.0,0,28929.0,1.0,0.5457191365510551
Pepperdine University,CA,90263,21,0.5326,12603.0,3581.0,0.4172,0.5828,0.9099,79068.0,20.0,0.3172,73002.0,55892.0,55892.0,,36996.0,0.1922,0.4047,42625.0,0.8465,0.7927773001,0.011,0.92119080156347,72035.0,0,36996.0,1.0,0.5917262441868536
Pitzer College,CA,91711-6101,21,0.8672,11852.0,1086.0,0.43,0.57,0.9338,75882.0,20.0,0.137,73300.0,56018.0,56018.0,,34071.0,0.1455,0.2929,25754.0,0.8422,0.7837837838,0.035,0.82422799645067,62194.0,0,34071.0,1.0,0.4140913914525517
Point Loma Nazarene University,CA,92106-2899,11,1.0,10429.0,3195.0,0.349,0.651,0.8752,71269.0,23.0,0.7366,50979.0,36950.0,36950.0,,33044.0,0.282,0.5464,31000.0,0.7598,0.8524871355,0.024,0.89228804411981,59862.0,0,33044.0,1.0,0.5178577394674417
Pomona College,CA,91711-6319,21,0.942,13699.0,1610.0,0.477,0.523,0.9709,76544.0,19.0,0.074,71906.0,54762.0,54762.0,,17458.0,0.2257,0.1259,25500.0,0.9359,,0.0,0.73146808669534,69149.0,0,17458.0,1.0,0.36876889036717814
University of Redlands,CA,92373-0999,13,0.9578,10322.0,2965.0,0.4091,0.5909,0.846,68599.0,23.0,0.7641,66962.0,50980.0,50980.0,,27958.0,0.3216,0.5809,41500.0,0.7482,0.7608187135,0.019,0.93470755216877,65551.0,0,27958.0,1.0,0.6330948421839484
San Diego State University,CA,92182-0001,11,0.528,11074.0,30347.0,0.4485,0.5515,0.8904,68953.0,22.0,0.3413,23054.0,19390.0,7510.0,14788.0,,0.3295,0.2737,30591.0,0.734,0.7064664568,0.028,0.93752462930054,59027.0,0,14788.0,2.581890812250333,0.5182543581750724
University of San Diego,CA,92110-2492,11,0.529,12392.0,5820.0,0.4459,0.5541,0.9204,79883.0,20.0,0.4869,66818.0,51186.0,51186.0,,32460.0,0.1648,0.3718,33500.0,0.8095,0.8257142857,0.016,0.89491216291196,74816.0,1,32460.0,1.0,0.4477651839178785
San Francisco Art Institute,CA,94133-2299,11,0.1882,9689.0,210.0,0.3667,0.6333,0.5,72969.0,21.0,0.9033,71486.0,46614.0,46614.0,,41392.0,0.3382,0.4764,31000.0,0.4444,0.5972850679,0.069,0.99518750095158,37487.0,0,41392.0,1.0,0.8269533438258596
San Francisco State University,CA,94132,11,0.491,10945.0,25126.0,0.45,0.55,0.8025,77495.0,22.0,0.673,24839.0,19146.0,7266.0,15113.0,,0.4432,0.3145,31000.0,0.5568,0.658924676,0.052,0.94874501106628,60126.0,0,15113.0,2.6350123864574733,0.5155839403918437
University of San Francisco,CA,94117-1080,11,0.4198,13021.0,6510.0,0.3711,0.6289,0.8456,82472.0,20.0,0.6442,67416.0,50282.0,50282.0,,36424.0,0.2849,0.513,34750.0,0.75,0.7615023474,0.025,0.87508004878673,78031.0,1,36424.0,1.0,0.44533582806833183
William Jessup University,CA,95765-3707,41,0.2636,7081.0,1246.0,0.4101,0.5899,0.7847,76498.0,24.0,0.6503,48426.0,34950.0,34950.0,,21207.0,0.3994,0.6412,31000.0,0.6123,0.6832460733,0.065,0.93016759731935,51693.0,0,21207.0,1.0,0.599694349331631
San Jose State University,CA,95192-0001,11,0.4301,10698.0,27723.0,0.5028,0.4972,0.8674,88589.0,22.0,0.6357,24649.0,19732.0,7852.0,14928.0,,0.4073,0.2701,31000.0,0.6431,0.7734666215,0.037,0.90668857880997,67365.0,0,14928.0,2.512990320937341,0.4601796184962518
Santa Clara University,CA,95053,12,0.6375,12949.0,5676.0,0.4998,0.5002,0.941,93581.0,20.0,0.4882,71335.0,53634.0,53634.0,,38327.0,0.1114,0.2701,31500.0,0.9085,0.8728956229,0.01,0.75276671901282,93291.0,1,38327.0,1.0,0.33765314982152617
Scripps College,CA,91711-3905,21,0.75,11682.0,1083.0,0.0,1.0,0.9286,79153.0,20.0,0.32,73756.0,57188.0,57188.0,,32709.0,0.1082,0.2913,23000.0,0.8915,0.9071038251,0.009,0.73830723581637,64911.0,0,32709.0,1.0,0.3543313151854077
Simpson University,CA,96003-8606,13,1.0,5763.0,701.0,0.4009,0.5991,0.6628,55586.0,27.0,0.5231,43693.0,31910.0,31910.0,,22703.0,0.4583,0.6347,31000.0,0.529,0.6808236808,0.026,0.95071130390605,43846.0,0,22703.0,1.0,0.7070200246316654
Saint Mary's College of California,CA,94575,21,0.2379,10595.0,2632.0,0.4347,0.5653,0.8355,84232.0,20.0,0.81,66976.0,49188.0,49188.0,,34392.0,0.2454,0.6801,32000.0,0.7745,0.7743288591,0.036,0.88642628014924,67742.0,1,34392.0,1.0,0.47238050249475955
Sonoma State University,CA,94928-3609,21,0.4946,10481.0,8119.0,0.3805,0.6195,0.7831,75511.0,22.0,0.9119,25554.0,19760.0,7880.0,17478.0,,0.3523,0.3666,29000.0,0.6242,0.728751525,0.047,0.93113504599112,58788.0,0,17478.0,2.5076142131979697,0.49329795196298565
Vanguard University of Southern California,CA,92626,12,1.0,7725.0,1914.0,0.3255,0.6745,0.7603,75891.0,21.0,0.4945,46807.0,35100.0,35100.0,,20051.0,0.4505,0.8711,36882.0,0.617,0.6933216169,0.04,0.97125036180054,48782.0,0,20051.0,1.0,0.7560575622155713
University of Southern California,CA,90089,11,0.622,14970.0,19908.0,0.4831,0.5169,0.9641,76787.0,20.0,0.1142,74738.0,58195.0,58195.0,,29528.0,0.2064,0.2643,34462.0,0.9195,0.8487067979,0.012,0.85669915952992,83426.0,0,29528.0,1.0,0.4130846498693453
Thomas Aquinas College,CA,93060,42,0.9825,9461.0,439.0,0.4715,0.5285,0.9421,67656.0,19.0,0.7892,36738.0,25600.0,25600.0,,25526.0,0.2555,0.7076,20250.0,0.8488,0.9276315789,0.012,0.75140466342678,47950.0,1,25526.0,1.0,0.42231491136600624
Epic Bible College,CA,95841,21,0.3438,2094.0,109.0,0.367,0.633,1.0,63747.0,38.0,,13535.0,9689.0,9689.0,,7439.0,0.906,0.906,45527.0,0.1428,0.3285714286,0.205,1.04520666962437,44637.0,0,7439.0,1.0,1.019938615946412
Walden University,MN,55401,11,0.0732,7075.0,6948.0,0.1826,0.8174,,62475.0,36.0,,,12150.0,12150.0,,,0.375,0.5648,41750.0,0.1818,0.319591893,0.068,1.04630597603935,53448.0,0,,1.0,0.781133063912588
Westmont College,CA,93108-1089,22,0.5455,8199.0,1314.0,0.4003,0.5997,0.8047,78788.0,19.0,0.648,62578.0,46594.0,46594.0,,31145.0,0.1926,0.5364,31000.0,0.7666,0.8662790698,0.021,0.8431298272304,60057.0,0,31145.0,1.0,0.5161762991824433
Whittier College,CA,90601,21,0.6973,8319.0,1770.0,0.4356,0.5644,0.7933,73825.0,19.0,0.5711,58569.0,49514.0,49514.0,,24570.0,0.3614,0.6853,31000.0,0.6913,0.7711442786,0.035,0.95640130850324,54871.0,0,24570.0,1.0,0.5649614550491152
Woodbury University,CA,91504-1052,11,0.3268,7609.0,1108.0,0.4856,0.5144,0.8436,60713.0,22.0,0.6633,52391.0,41182.0,41182.0,,23915.0,0.4599,0.5751,53500.0,0.5275,0.6574675325,0.018,1.00469789203635,56996.0,0,23915.0,1.0,0.9386623622710366
Adams State University,CO,81101,33,0.5691,6304.0,1727.0,0.5547,0.4453,0.5877,50726.0,22.0,0.9909,22426.0,20864.0,9440.0,14064.0,,0.4369,0.4239,33747.0,0.2829,0.4808917197,0.093,1.02571063811176,37685.0,0,14064.0,2.2101694915254235,0.895502189199947
University of Colorado Denver/Anschutz Medical Campus,CO,80217-3364,11,0.6728,10829.0,11670.0,0.4514,0.5486,0.6975,74050.0,24.0,0.6731,22467.0,25823.0,9335.0,15358.0,,0.2602,0.2838,35445.0,0.5005,0.6794930876,0.034,0.96735851076044,57987.0,0,15358.0,2.7662560257096946,0.6112576956904133
University of Colorado Colorado Springs,CO,80918,11,0.5805,8533.0,10221.0,0.4797,0.5203,0.6962,70639.0,23.0,0.8719,22772.0,20620.0,8524.0,16486.0,,0.3107,0.4063,32815.0,0.4492,0.7008660893,0.047,0.96855809139531,47797.0,0,16486.0,2.419052088221492,0.6865493650229094
University of Colorado Boulder,CO,80309-0017,12,0.7387,11894.0,30630.0,0.5459,0.4541,0.8681,81327.0,20.0,0.7835,31044.0,38318.0,12500.0,21680.0,,0.1601,0.271,30750.0,0.6989,0.7719072165,0.03,0.90496981676775,60740.0,0,21680.0,3.06544,0.5062561738557787
Colorado Christian University,CO,80226,12,0.1916,6707.0,4671.0,0.2967,0.7033,0.8333,70816.0,33.0,,45525.0,33434.0,33434.0,,25268.0,0.3692,0.4872,35490.0,0.5327,0.628072445,0.087,1.00504835610005,45728.0,0,25268.0,1.0,0.7761109167249826
Colorado College,CO,80903,11,0.8609,11157.0,2089.0,0.4543,0.5457,0.9596,73737.0,19.0,0.135,71561.0,58086.0,58086.0,,26753.0,0.1112,0.2233,28591.0,0.8627,0.8955696203,0.02,0.8226971458181,57013.0,0,26753.0,1.0,0.5014821181134127
Colorado School of Mines,CO,80401,21,0.9853,12072.0,5103.0,0.6886,0.3114,0.9189,74353.0,20.0,0.5308,34932.0,39762.0,19062.0,26750.0,,0.1502,0.393,35500.0,0.8156,0.9054580897,0.017,0.83405805624344,90060.0,0,26750.0,2.0859301227573184,0.3941816566733289
Colorado State University-Fort Collins,CO,80523-0100,12,0.7086,10405.0,24373.0,0.4777,0.5223,0.8421,73818.0,21.0,0.8135,26742.0,30622.0,11901.0,18668.0,,0.2322,0.3995,31750.0,0.7039,0.7379379667,0.03,0.93204467617997,54983.0,0,18668.0,2.573061087303588,0.5774512121928597
Colorado Technical University-Colorado Springs,CO,80907-3812,11,,7302.0,23197.0,0.3526,0.6474,0.4381,58865.0,33.0,,22246.0,12529.0,12529.0,,16435.0,0.7195,0.7401,42240.0,0.2785,0.3198236709,0.185,1.04877083048079,35877.0,0,16435.0,1.0,1.1773559662179112
University of Denver,CO,80208,11,0.5356,11204.0,5755.0,0.4553,0.5447,0.8545,78120.0,20.0,0.5871,66983.0,52515.0,52515.0,,32361.0,0.1624,0.3424,37000.0,0.7694,0.7849462366,0.019,0.88370709754249,66004.0,0,32361.0,1.0,0.5605720865402097
Fort Lewis College,CO,81301-3999,32,0.9836,7325.0,3080.0,0.4666,0.5334,0.6192,61685.0,21.0,0.9138,23701.0,19528.0,8872.0,16274.0,,0.3646,0.4117,29847.0,0.4242,0.6273525721,0.126,0.9899701129181,38083.0,0,16274.0,2.201082055906222,0.7837355250374183
Colorado Mesa University,CO,81501-3122,13,0.555,6850.0,8260.0,0.4579,0.5421,0.7429,56304.0,22.0,0.782,21588.0,21619.0,8686.0,15569.0,,0.3414,0.445,36140.0,0.3466,0.5457728864,0.109,1.00529112116638,41516.0,0,15569.0,2.4889477319825004,0.8705077560458618
Metropolitan State University of Denver,CO,80217-3362,11,1.0,6887.0,18378.0,0.4632,0.5368,0.6667,71857.0,25.0,0.613,19730.0,21728.0,8151.0,14257.0,,0.3568,0.3919,38884.0,0.2809,0.5541010619,0.089,1.01264697915471,47439.0,0,14257.0,2.6656851920009816,0.8196631463563735
Naropa University,CO,80302-6697,12,0.3694,6507.0,371.0,0.2938,0.7062,0.7,68743.0,24.0,0.9852,50810.0,33070.0,33070.0,,25871.0,0.5131,0.5656,33750.0,0.3771,0.7018181818,0.048,1.00662001856999,26157.0,0,25871.0,1.0,1.2902855832090836
Nazarene Bible College,CO,80920,11,1.0,4387.0,428.0,0.5304,0.4696,,57714.0,35.0,,,10080.0,10080.0,,,0.2093,0.2449,42698.0,0.2857,0.4634146341,0.13,1.00448341042343,40214.0,0,,1.0,1.0617695329984582
University of Northern Colorado,CO,80639,12,0.5871,7704.0,8448.0,0.3339,0.6661,0.7228,72445.0,21.0,0.9084,24165.0,22245.0,9987.0,15714.0,,0.2897,0.443,31000.0,0.4962,0.7091940976,0.052,0.97740787711104,47112.0,0,15714.0,2.227395614298588,0.6580064527084395
Regis University,CO,80221-1099,11,0.443,7261.0,3392.0,0.3927,0.6073,0.8425,74280.0,27.0,0.7096,50403.0,38180.0,38180.0,,25483.0,0.2401,0.4201,39666.0,0.6686,0.6535991889,0.029,0.98121129816795,63625.0,1,25483.0,1.0,0.623434184675835
Rocky Mountain College of Art and Design,CO,80214,12,0.2321,4578.0,1449.0,0.3016,0.6984,0.6429,71949.0,25.0,,29696.0,19670.0,19670.0,,25334.0,0.4744,0.6528,41956.0,0.4155,0.5717488789,0.148,1.00869215031049,38701.0,0,25334.0,1.0,1.084106353840986
Colorado State University Pueblo,CO,81001-4901,12,0.5755,7036.0,3447.0,0.4749,0.5251,0.6342,54713.0,23.0,0.9303,22718.0,21716.0,8407.0,14653.0,,0.3859,0.6043,31000.0,0.3395,0.5582729469,0.083,0.99680139689347,44449.0,0,14653.0,2.583085523968122,0.6974285135773584
Western Colorado University,CO,81231,33,0.6633,6773.0,1815.0,0.5851,0.4149,0.646,68547.0,20.0,0.8415,23911.0,21908.0,10436.0,17282.0,,0.2107,0.4014,30500.0,0.4973,0.652173913,0.088,0.98612714803249,45755.0,0,17282.0,2.0992717516289767,0.6665938148836192
Albertus Magnus College,CT,06511-1189,12,0.3491,7321.0,1108.0,0.3718,0.6282,0.6746,65065.0,28.0,0.8346,49229.0,33260.0,33260.0,,26015.0,0.5018,0.7168,46062.0,0.6628,0.5178571429,0.059,1.03717204253051,55262.0,1,26015.0,1.0,0.8335203213781622
University of Bridgeport,CT,06604-5620,12,0.3035,8744.0,3233.0,0.3279,0.6721,0.6922,63241.0,24.0,0.5458,50556.0,34760.0,34760.0,,22600.0,0.4225,0.5859,42000.0,0.434,0.5570175439,0.07,1.03624503587501,50003.0,0,22600.0,1.0,0.8399496030238186
Central Connecticut State University,CT,06050,21,0.4576,9405.0,8817.0,0.5284,0.4716,0.7208,75579.0,22.0,0.6563,22007.0,24028.0,11068.0,16158.0,,0.3816,0.5444,34800.0,0.5424,0.6919504644,0.065,0.98344168728575,52515.0,0,16158.0,2.1709432598482112,0.6626678091973722
Connecticut College,CT,06320-4196,13,0.7247,9783.0,1820.0,0.3786,0.6214,0.9035,83703.0,19.0,0.3741,71970.0,56890.0,56890.0,,32626.0,0.1659,0.4431,28000.0,0.8256,0.9132321041,0.011,0.84150642919862,71239.0,0,32626.0,1.0,0.3930431364842291
University of Connecticut,CT,06269,21,0.6571,12608.0,18585.0,0.4929,0.5071,0.9356,80999.0,20.0,0.4942,32016.0,39894.0,17226.0,22012.0,,0.2226,0.4382,31250.0,0.8449,0.8263348165,0.026,0.90476857580606,72460.0,0,22012.0,2.3159177986764194,0.4312724261661606
Eastern Connecticut State University,CT,06226,31,1.0,8766.0,4425.0,0.4289,0.5711,0.7704,76020.0,21.0,0.6387,26310.0,24806.0,11846.0,18618.0,,0.3333,0.6029,31500.0,0.5738,0.713963964,0.073,0.97350784761404,49907.0,0,18618.0,2.0940401823400303,0.6311739836095137
Fairfield University,CT,06824-5195,21,1.0,11015.0,4250.0,0.4054,0.5946,0.9045,93458.0,19.0,0.5713,65234.0,49830.0,49830.0,,38869.0,0.1099,0.5013,30750.0,0.8187,0.8565217391,0.013,0.88214299457878,86060.0,1,38869.0,1.0,0.35730885428770626
University of Hartford,CT,06117-1599,12,0.4186,7831.0,4553.0,0.474,0.526,0.7502,82221.0,20.0,0.7635,55078.0,42182.0,42182.0,,28541.0,0.2906,0.63,32100.0,0.5832,0.7318868656,0.073,0.95078208325044,58087.0,0,28541.0,1.0,0.5526193468418062
Mitchell College,CT,06320,13,1.0,7021.0,597.0,0.5662,0.4338,0.6327,79488.0,20.0,0.7806,47450.0,34050.0,34050.0,,28079.0,0.409,0.6361,33000.0,0.4375,0.6258064516,0.164,0.99643076791703,36391.0,0,28079.0,1.0,0.9068176197411448
University of New Haven,CT,06516-1916,21,0.4225,10718.0,4863.0,0.4429,0.5571,0.7705,77310.0,20.0,0.8299,56527.0,40440.0,40440.0,,33400.0,0.2728,0.8264,31000.0,0.6313,0.7241564006,0.043,0.93863428051228,52610.0,0,33400.0,1.0,0.5892415890515111
Post University,CT,06723,22,0.5213,6381.0,9634.0,0.2859,0.7141,0.4549,67090.0,31.0,0.9654,28930.0,16610.0,16610.0,,15653.0,0.7006,0.7282,34325.0,0.1765,0.3629304524,0.213,1.04246815647038,36121.0,0,15653.0,1.0,0.9502782314996816
Quinnipiac University,CT,06518,21,0.3915,11210.0,6816.0,0.3907,0.6093,0.8396,87986.0,20.0,0.7012,64618.0,49280.0,49280.0,,41104.0,0.1545,0.6019,29000.0,0.7726,0.867589788,0.026,0.8867098159339,75575.0,0,41104.0,1.0,0.3837247767118756
Sacred Heart University,CT,06825-1000,21,0.3392,9270.0,6066.0,0.337,0.663,0.8346,87263.0,20.0,0.6392,59679.0,43070.0,43070.0,,41191.0,0.1927,0.608,30000.0,0.7172,0.8181818182,0.039,0.93181641863853,72191.0,1,41191.0,1.0,0.4155642670138937
University of Saint Joseph,CT,06117,21,0.9733,8873.0,871.0,0.1952,0.8048,0.7936,74607.0,23.0,0.7661,47812.0,40286.0,40286.0,,21416.0,0.3982,0.7533,37500.0,0.6,0.6949152542,0.034,0.96816395948863,46100.0,1,21416.0,1.0,0.8134490238611713
Southern Connecticut State University,CT,06515-1355,12,0.4695,9144.0,7694.0,0.3891,0.6109,0.7324,74581.0,21.0,0.6936,24698.0,24406.0,11446.0,20763.0,,0.3928,0.6012,35000.0,0.512,0.6760347471,0.075,1.00594267739863,51551.0,0,20763.0,2.1322732832430544,0.6789393028263273
Trinity College,CT,06106-3100,12,0.729,10860.0,2167.0,0.5002,0.4998,0.9067,81265.0,20.0,0.3349,74042.0,59050.0,59050.0,,34460.0,0.1343,0.137,27114.0,0.836,0.8686635945,0.026,0.8200373894529,68317.0,0,34460.0,1.0,0.39688510912364416
Wesleyan University,CT,06459,13,0.8742,12670.0,2933.0,0.4545,0.5455,0.9676,82041.0,19.0,0.1648,72639.0,57334.0,57334.0,,26527.0,0.1815,0.2426,27000.0,0.9049,0.928358209,0.018,0.77944807521176,68102.0,0,26527.0,1.0,0.39646412733840414
Western Connecticut State University,CT,06810-6826,13,1.0,9389.0,4752.0,0.4745,0.5255,0.7367,85742.0,21.0,0.758,23153.0,24304.0,11344.0,18215.0,,0.3421,0.5541,34500.0,0.5062,0.70294973,0.076,0.98740965676731,53289.0,0,18215.0,2.142454160789845,0.6474131621910714
